label,message
phishing,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x?150pw to e?nd txt stop"
safe,"Haha I heard that, text me when you're around"
safe,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
safe,No. On the way home. So if not for the long dry spell the season would have been over
safe,?? thk of wat to eat tonight.
safe,Should i send you naughty pix? :)
safe,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
safe,"That's cool he'll be here all night, lemme know when you're around"
safe,When're you guys getting back? G said you were thinking about not staying for mcr
safe,Hey now am free you can call me.
safe,"It's ok, at least armand's still around"
safe,Also where's the piece
safe,Doing project w frens lor.
safe,"Oh... Icic... K lor, den meet other day..."
safe,Pls send me the correct name da.
safe,I love to wine and dine my lady!
safe,Have your lunch and come quickly and open the door:)
safe,Tugasan Sains perlu dihantar sebelum Jumaat
safe,Anak diminta bawa botol air sendiri
safe,"I can't right this second, gotta hit people up first"
safe,Hey. You got any mail?
safe,";-( oh well, c u later"
safe,I just cooked a rather nice salmon a la you
phishing,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
safe,Long beach lor. Expected... U having dinner now?
safe,How much are we getting?
safe,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
safe,Ooooooh I forgot to tell u I can get on yoville on my phone
safe,Don't necessarily expect it to be done before you get back though because I'm just now headin out
safe,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
safe,", ow u dey.i paid 60,400thousad.i told  u would call ."
safe,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
safe,Oooh bed ridden ey? What are YOU thinking of?
safe,Dear we are going to our rubber place
safe,Hi kindly give us back our documents which we submitted for loan from STAPATI
safe,Daddy will take good care of you :)
safe,Oops my phone died and I didn't even know. Yeah I like it better.
phishing,UR awarded a City Break and could WIN a ?200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 ?1.50perWKsub
safe,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
phishing,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
phishing,Limited promo: claim your free iPhone today: http://iphone-reward.xyz
safe,Ladies first and genus second k .
safe,K...k...yesterday i was in cbe .
safe,.Please charge my mobile when you get up in morning.
safe,Jus finish blowing my hair. U finish dinner already?
safe,"A few people are at the game, I'm at the mall with iouri and kaila"
phishing,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
safe,I'm working technical support :)voice process.networking field.
safe,Unless it's a situation where YOU GO GURL would be more appropriate
safe,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
safe,No da. . Vijay going to talk in jaya tv
safe,?? all write or wat..
safe,"Hi this is yijue, can i meet u at 11 tmr?"
safe,K..k..any special today?
safe,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
safe,Great. Never been better. Each day gives even more reasons to thank God
safe,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
safe,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
safe,?_ and don?? worry we??l have finished by march ?_ ish!
phishing,Your Netflix account payment failed. Update billing info: http://netflix-update-payment.xyz
phishing,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
safe,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
phishing,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ?500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
safe,"fyi I'm at usf now, swing by the room whenever"
phishing,TNB bill tertunggak klik bayar di tnb-payment.xyz
phishing,Shopee: Refund ready for order #48392. Confirm bank details here: http://shopee-refund.xyz
safe,Hi mate its RV did u hav a nice hol just a message 3 say hello coz haven?t sent u 1 in ages started driving so stay off roads!RVx
safe,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
safe,All day working day:)except saturday and sunday..
safe,Super da:)good replacement for murali
safe,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
safe,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
phishing,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a ?2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
safe,"Machan you go to gym tomorrow,  i wil come late goodnight."
safe,"Probably not, I'm almost out of gas and I get some cash tomorrow"
phishing,U are subscribed to the best Mobile Content Service in the UK for ?3 per ten days until you send STOP to 83435. Helpline 08706091795.
safe,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
safe,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
phishing,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(?1.50p. m)
safe,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
safe,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
safe,I just saw ron burgundy captaining a party boat so yeah
safe,So i asked how's anthony. Dad. And your bf
safe,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
safe,Send to someone else :-)
phishing,URGENT! We are trying to contact U. Todays draw shows that you have won a ?800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
safe,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
phishing,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls ?1/minMobsmoreLKPOBOX177HP51FL
safe,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
safe,No my mum went 2 dentist.
safe,Onum ela pa. Normal than.
phishing,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
safe,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
phishing,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
safe,How would my ip address test that considering my computer isn't a minecraft server
safe,I want  &lt;#&gt;  rs da:)do you have it?
safe,Okay but i thought you were the expert
safe,Me n him so funny...
safe,I was at bugis juz now wat... But now i'm walking home oredi... ?? so late then reply... I oso saw a top dat i like but din buy... Where r ?_ now?
safe,What happen dear tell me
safe,645
phishing,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
safe,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
safe,R we still meeting 4 dinner tonight?
safe,Will it help if we propose going back again tomorrow
safe,"It's fine, imma get a drink or somethin. Want me to come find you?"
safe,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
safe,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
safe,Haven't left yet so probably gonna be here til dinner
safe,Glad to see your reply.
safe,Pls speak with me. I wont ask anything other then you friendship.
safe,Have a good evening! Ttyl
safe,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
safe,Really dun bluff me leh... U sleep early too. Nite...
phishing,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
safe,"Just looked it up and addie goes back Monday, sucks to be her"
safe,"There're some people by mu, I'm at the table by lambda"
safe,I??l have a look at the frying pan in case it?? cheap or a book perhaps. No that?? silly a frying pan isn?? likely to be a book
safe,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
phishing,URGENT! Your Mobile number has been awarded with a ?2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
safe,I wait 4 ?_ inside da car park...
safe,Is ur lecture over?
safe,I could ask carlos if we could get more if anybody else can chip in
safe,"Total disappointment, when I texted you was the craziest shit got :("
safe,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
safe,Oh k.k..where did you take test?
safe,Sat right? Okay thanks...
safe,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.
safe,Lol no. U can trust me.
safe,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
phishing,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
phishing,Promo tamat malam ini klik promo-last.xyz
phishing,Crypto investment opportunity! Earn RM500 daily: http://crypto-profit.click
